caso,origine,h,anno,gruppo,chiave,valore
P1|tetto110|agg+ind|T1,2010,5,2015,aggregati,produzione_tot,30125.72949
P1|tetto110|agg+ind|T1,2010,5,2015,aggregati,consumo_tot,11641.45626
P1|tetto110|agg+ind|T1,2010,5,2015,aggregati,investimento_tot,2471.976392
P1|tetto110|agg+ind|T1,2010,5,2015,aggregati,importazioni_tot,2546.984338
P1|tetto110|agg+ind|T1,2010,5,2015,aggregati,scorte_tot,2255.066581
P1|tetto110|agg+ind|T2,2010,1,2011,investimento_tipo,E,826.6269362
P1|tetto110|agg+ind|T2,2010,1,2011,investimento_tipo,S,399.6788317
P1|tetto110|agg+ind|T2,2010,1,2011,investimento_tipo,N,561.1313534
P1|tetto110|agg+ind|T2,2010,1,2011,investimento_tipo,R,382.9823414
P1|tetto110|agg+ind|T2,2010,1,2011,stock_tipo,E,5427.02558
P1|tetto110|agg+ind|T2,2010,1,2011,stock_tipo,S,12022.07552
P1|tetto110|agg+ind|T2,2010,1,2011,stock_tipo,N,2250.456515
P1|tetto110|agg+ind|T2,2010,1,2011,stock_tipo,R,16311.54849
P1|tetto110|agg+ind|T2,2010,1,2011,aggregati,produzione_tot,28665.21179
P1|tetto110|agg+ind|T2,2010,1,2011,aggregati,consumo_tot,11110.48606
P1|tetto110|agg+ind|T2,2010,1,2011,aggregati,investimento_tot,2170.419463
P1|tetto110|agg+ind|T2,2010,1,2011,aggregati,importazioni_tot,2217.189236
P1|tetto110|agg+ind|T2,2010,1,2011,aggregati,scorte_tot,2353.177395
P1|tetto110|agg+ind|T2,2010,2,2012,investimento_tipo,E,865.9901236
P1|tetto110|agg+ind|T2,2010,2,2012,investimento_tipo,S,399.6788317
P1|tetto110|agg+ind|T2,2010,2,2012,investimento_tipo,N,590.5920969
P1|tetto110|agg+ind|T2,2010,2,2012,investimento_tipo,R,382.9823414
P1|tetto110|agg+ind|T2,2010,2,2012,stock_tipo,E,5551.84051
P1|tetto110|agg+ind|T2,2010,2,2012,stock_tipo,S,12048.95985
P1|tetto110|agg+ind|T2,2010,2,2012,stock_tipo,N,2303.401502
P1|tetto110|agg+ind|T2,2010,2,2012,stock_tipo,R,16307.14264
P1|tetto110|agg+ind|T2,2010,2,2012,aggregati,produzione_tot,28909.02732
P1|tetto110|agg+ind|T2,2010,2,2012,aggregati,consumo_tot,11312.67405
P1|tetto110|agg+ind|T2,2010,2,2012,aggregati,investimento_tot,2239.243394
P1|tetto110|agg+ind|T2,2010,2,2012,aggregati,importazioni_tot,2306.765186
P1|tetto110|agg+ind|T2,2010,2,2012,aggregati,scorte_tot,2337.351952
P1|tetto110|agg+ind|T2,2010,3,2013,investimento_tipo,E,903.8186123
P1|tetto110|agg+ind|T2,2010,3,2013,investimento_tipo,S,399.6788317
P1|tetto110|agg+ind|T2,2010,3,2013,investimento_tipo,N,590.8436549
P1|tetto110|agg+ind|T2,2010,3,2013,investimento_tipo,R,382.9823414
P1|tetto110|agg+ind|T2,2010,3,2013,stock_tipo,E,5695.333449
P1|tetto110|agg+ind|T2,2010,3,2013,stock_tipo,S,12075.28976
P1|tetto110|agg+ind|T2,2010,3,2013,stock_tipo,N,2344.034746
P1|tetto110|agg+ind|T2,2010,3,2013,stock_tipo,R,16302.84142
P1|tetto110|agg+ind|T2,2010,3,2013,aggregati,produzione_tot,29244.99409
P1|tetto110|agg+ind|T2,2010,3,2013,aggregati,consumo_tot,11451.17953
P1|tetto110|agg+ind|T2,2010,3,2013,aggregati,investimento_tot,2277.32344
P1|tetto110|agg+ind|T2,2010,3,2013,aggregati,importazioni_tot,2399.960066
P1|tetto110|agg+ind|T2,2010,3,2013,aggregati,scorte_tot,2315.070633
P1|tetto110|agg+ind|T2,2010,4,2014,investimento_tipo,E,903.8186124
P1|tetto110|agg+ind|T2,2010,4,2014,investimento_tipo,S,399.6788317
P1|tetto110|agg+ind|T2,2010,4,2014,investimento_tipo,N,590.843655
P1|tetto110|agg+ind|T2,2010,4,2014,investimento_tipo,R,382.9823414
P1|tetto110|agg+ind|T2,2010,4,2014,stock_tipo,E,5815.681063
P1|tetto110|agg+ind|T2,2010,4,2014,stock_tipo,S,12101.07987
P1|tetto110|agg+ind|T2,2010,4,2014,stock_tipo,N,2375.457778
P1|tetto110|agg+ind|T2,2010,4,2014,stock_tipo,R,16298.64236
P1|tetto110|agg+ind|T2,2010,4,2014,aggregati,produzione_tot,29536.19471
P1|tetto110|agg+ind|T2,2010,4,2014,aggregati,consumo_tot,11601.31042
P1|tetto110|agg+ind|T2,2010,4,2014,aggregati,investimento_tot,2277.323441
P1|tetto110|agg+ind|T2,2010,4,2014,aggregati,importazioni_tot,2496.920082
P1|tetto110|agg+ind|T2,2010,4,2014,aggregati,scorte_tot,2288.255872
P1|tetto110|agg+ind|T2,2010,5,2015,investimento_tipo,E,903.8186124
P1|tetto110|agg+ind|T2,2010,5,2015,investimento_tipo,S,399.6788317
P1|tetto110|agg+ind|T2,2010,5,2015,investimento_tipo,N,590.8436555
P1|tetto110|agg+ind|T2,2010,5,2015,investimento_tipo,R,382.9823414
P1|tetto110|agg+ind|T2,2010,5,2015,stock_tipo,E,5916.781585
P1|tetto110|agg+ind|T2,2010,5,2015,stock_tipo,S,12126.34419
P1|tetto110|agg+ind|T2,2010,5,2015,stock_tipo,N,2400.159516
P1|tetto110|agg+ind|T2,2010,5,2015,stock_tipo,R,16294.54302
P1|tetto110|agg+ind|T2,2010,5,2015,aggregati,produzione_tot,29769.29435
P1|tetto110|agg+ind|T2,2010,5,2015,aggregati,consumo_tot,11724.04343
P1|tetto110|agg+ind|T2,2010,5,2015,aggregati,investimento_tot,2277.323441
P1|tetto110|agg+ind|T2,2010,5,2015,aggregati,importazioni_tot,2596.531965
P1|tetto110|agg+ind|T2,2010,5,2015,aggregati,scorte_tot,2254.453755
P1|tetto110|agg+ind|T3,2010,1,2011,investimento_tipo,E,826.6269362
P1|tetto110|agg+ind|T3,2010,1,2011,investimento_tipo,S,376.7594829
P1|tetto110|agg+ind|T3,2010,1,2011,investimento_tipo,N,559.7541272
P1|tetto110|agg+ind|T3,2010,1,2011,investimento_tipo,R,653.3573334
P1|tetto110|agg+ind|T3,2010,1,2011,stock_tipo,E,5427.02558
P1|tetto110|agg+ind|T3,2010,1,2011,stock_tipo,S,11999.15617
P1|tetto110|agg+ind|T3,2010,1,2011,stock_tipo,N,2249.079289
P1|tetto110|agg+ind|T3,2010,1,2011,stock_tipo,R,16581.92349
P1|tetto110|agg+ind|T3,2010,1,2011,aggregati,produzione_tot,28385.19109
P1|tetto110|agg+ind|T3,2010,1,2011,aggregati,consumo_tot,10886.52736
P1|tetto110|agg+ind|T3,2010,1,2011,aggregati,investimento_tot,2416.49788
P1|tetto110|agg+ind|T3,2010,1,2011,aggregati,importazioni_tot,2217.189236
P1|tetto110|agg+ind|T3,2010,1,2011,aggregati,scorte_tot,2206.85703
P1|tetto110|agg+ind|T3,2010,2,2012,investimento_tipo,E,836.1974512
P1|tetto110|agg+ind|T3,2010,2,2012,investimento_tipo,S,376.7594829
P1|tetto110|agg+ind|T3,2010,2,2012,investimento_tipo,N,574.6885793
P1|tetto110|agg+ind|T3,2010,2,2012,investimento_tipo,R,788.5868627
P1|tetto110|agg+ind|T3,2010,2,2012,stock_tipo,E,5518.587609
P1|tetto110|agg+ind|T3,2010,2,2012,stock_tipo,S,12003.67783
P1|tetto110|agg+ind|T3,2010,2,2012,stock_tipo,N,2286.643158
P1|tetto110|agg+ind|T3,2010,2,2012,stock_tipo,R,16976.70093
P1|tetto110|agg+ind|T3,2010,2,2012,aggregati,produzione_tot,28930.21165
P1|tetto110|agg+ind|T3,2010,2,2012,aggregati,consumo_tot,11048.85459
P1|tetto110|agg+ind|T3,2010,2,2012,aggregati,investimento_tot,2576.232376
P1|tetto110|agg+ind|T3,2010,2,2012,aggregati,importazioni_tot,2306.765186
P1|tetto110|agg+ind|T3,2010,2,2012,aggregati,scorte_tot,2123.505741
P1|tetto110|agg+ind|T3,2010,3,2013,investimento_tipo,E,836.1974512
P1|tetto110|agg+ind|T3,2010,3,2013,investimento_tipo,S,376.7594829
P1|tetto110|agg+ind|T3,2010,3,2013,investimento_tipo,N,576.6690922
P1|tetto110|agg+ind|T3,2010,3,2013,investimento_tipo,R,807.7359798
P1|tetto110|agg+ind|T3,2010,3,2013,stock_tipo,E,5592.900516
P1|tetto110|agg+ind|T3,2010,3,2013,stock_tipo,S,12008.18774
P1|tetto110|agg+ind|T3,2010,3,2013,stock_tipo,N,2319.251692
P1|tetto110|agg+ind|T3,2010,3,2013,stock_tipo,R,17381.2518
P1|tetto110|agg+ind|T3,2010,3,2013,aggregati,produzione_tot,29461.17357
P1|tetto110|agg+ind|T3,2010,3,2013,aggregati,consumo_tot,11206.53739
P1|tetto110|agg+ind|T3,2010,3,2013,aggregati,investimento_tot,2597.362006
P1|tetto110|agg+ind|T3,2010,3,2013,aggregati,importazioni_tot,2399.960066
P1|tetto110|agg+ind|T3,2010,3,2013,aggregati,scorte_tot,2138.656567
P1|tetto110|agg+ind|T3,2010,4,2014,investimento_tipo,E,836.1974512
P1|tetto110|agg+ind|T3,2010,4,2014,investimento_tipo,S,376.7594829
P1|tetto110|agg+ind|T3,2010,4,2014,investimento_tipo,N,576.6690922
P1|tetto110|agg+ind|T3,2010,4,2014,investimento_tipo,R,826.8850969
P1|tetto110|agg+ind|T3,2010,4,2014,stock_tipo,E,5653.247299
P1|tetto110|agg+ind|T3,2010,4,2014,stock_tipo,S,12012.68687
P1|tetto110|agg+ind|T3,2010,4,2014,stock_tipo,N,2345.018044
P1|tetto110|agg+ind|T3,2010,4,2014,stock_tipo,R,17795.34397
P1|tetto110|agg+ind|T3,2010,4,2014,aggregati,produzione_tot,29874.89358
P1|tetto110|agg+ind|T3,2010,4,2014,aggregati,consumo_tot,11367.48112
P1|tetto110|agg+ind|T3,2010,4,2014,aggregati,investimento_tot,2616.511123
P1|tetto110|agg+ind|T3,2010,4,2014,aggregati,importazioni_tot,2496.920082
P1|tetto110|agg+ind|T3,2010,4,2014,aggregati,scorte_tot,2193.261526
P1|tetto110|agg+ind|T3,2010,5,2015,investimento_tipo,E,836.1974512
P1|tetto110|agg+ind|T3,2010,5,2015,investimento_tipo,S,376.7594829
P1|tetto110|agg+ind|T3,2010,5,2015,investimento_tipo,N,576.6690922
P1|tetto110|agg+ind|T3,2010,5,2015,investimento_tipo,R,826.8850969
P1|tetto110|agg+ind|T3,2010,5,2015,stock_tipo,E,5702.273527
P1|tetto110|agg+ind|T3,2010,5,2015,stock_tipo,S,12017.17595
P1|tetto110|agg+ind|T3,2010,5,2015,stock_tipo,N,2365.800355
P1|tetto110|agg+ind|T3,2010,5,2015,stock_tipo,R,18199.60174
P1|tetto110|agg+ind|T3,2010,5,2015,aggregati,produzione_tot,30260.83844
P1|tetto110|agg+ind|T3,2010,5,2015,aggregati,consumo_tot,11556.90558
P1|tetto110|agg+ind|T3,2010,5,2015,aggregati,investimento_tot,2616.511123
P1|tetto110|agg+ind|T3,2010,5,2015,aggregati,importazioni_tot,2588.694395
P1|tetto110|agg+ind|T3,2010,5,2015,aggregati,scorte_tot,2255.373796
P1|tetto110|ind|T1,2010,1,2011,investimento_tipo,E,859.8341908
P1|tetto110|ind|T1,2010,1,2011,investimento_tipo,S,275.0961936
P1|tetto110|ind|T1,2010,1,2011,investimento_tipo,N,509.9374839
P1|tetto110|ind|T1,2010,1,2011,investimento_tipo,R,782.5265082
P1|tetto110|ind|T1,2010,1,2011,stock_tipo,E,5460.232834
P1|tetto110|ind|T1,2010,1,2011,stock_tipo,S,11897.49288
P1|tetto110|ind|T1,2010,1,2011,stock_tipo,N,2199.262646
P1|tetto110|ind|T1,2010,1,2011,stock_tipo,R,16711.09266
P1|tetto110|ind|T1,2010,1,2011,aggregati,produzione_tot,28409.11135
P1|tetto110|ind|T1,2010,1,2011,aggregati,consumo_tot,10921.6631
P1|tetto110|ind|T1,2010,1,2011,aggregati,investimento_tot,2427.394376
P1|tetto110|ind|T1,2010,1,2011,aggregati,importazioni_tot,2217.189236
P1|tetto110|ind|T1,2010,1,2011,aggregati,scorte_tot,2157.152438
P1|tetto110|ind|T1,2010,2,2012,investimento_tipo,E,859.8341908
P1|tetto110|ind|T1,2010,2,2012,investimento_tipo,S,275.0961936
P1|tetto110|ind|T1,2010,2,2012,investimento_tipo,N,521.7319919
P1|tetto110|ind|T1,2010,2,2012,investimento_tipo,R,782.5265081
P1|tetto110|ind|T1,2010,2,2012,stock_tipo,E,5569.75936
P1|tetto110|ind|T1,2010,2,2012,stock_tipo,S,11802.90392
P1|tetto110|ind|T1,2010,2,2012,stock_tipo,N,2199.851137
P1|tetto110|ind|T1,2010,2,2012,stock_tipo,R,17096.74207
P1|tetto110|ind|T1,2010,2,2012,aggregati,produzione_tot,28889.85441
P1|tetto110|ind|T1,2010,2,2012,aggregati,consumo_tot,11136.93206
P1|tetto110|ind|T1,2010,2,2012,aggregati,investimento_tot,2439.188884
P1|tetto110|ind|T1,2010,2,2012,aggregati,importazioni_tot,2306.765186
P1|tetto110|ind|T1,2010,2,2012,aggregati,scorte_tot,2101.853801
P1|tetto110|ind|T1,2010,3,2013,investimento_tipo,E,859.8341908
P1|tetto110|ind|T1,2010,3,2013,investimento_tipo,S,275.0961936
P1|tetto110|ind|T1,2010,3,2013,investimento_tipo,N,521.7319919
P1|tetto110|ind|T1,2010,3,2013,investimento_tipo,R,782.5265082
P1|tetto110|ind|T1,2010,3,2013,stock_tipo,E,5659.755019
P1|tetto110|ind|T1,2010,3,2013,stock_tipo,S,11710.79096
P1|tetto110|ind|T1,2010,3,2013,stock_tipo,N,2204.799906
P1|tetto110|ind|T1,2010,3,2013,stock_tipo,R,17473.23257
P1|tetto110|ind|T1,2010,3,2013,aggregati,produzione_tot,29425.39901
P1|tetto110|ind|T1,2010,3,2013,aggregati,consumo_tot,11291.26181
P1|tetto110|ind|T1,2010,3,2013,aggregati,investimento_tot,2439.188884
P1|tetto110|ind|T1,2010,3,2013,aggregati,importazioni_tot,2399.960066
P1|tetto110|ind|T1,2010,3,2013,aggregati,scorte_tot,2175.322734
P1|tetto110|ind|T1,2010,4,2014,investimento_tipo,E,859.8341908
P1|tetto110|ind|T1,2010,4,2014,investimento_tipo,S,275.0961936
P1|tetto110|ind|T1,2010,4,2014,investimento_tipo,N,521.7319919
P1|tetto110|ind|T1,2010,4,2014,investimento_tipo,R,782.5265082
P1|tetto110|ind|T1,2010,4,2014,stock_tipo,E,5733.817199
P1|tetto110|ind|T1,2010,4,2014,stock_tipo,S,11621.09173
P1|tetto110|ind|T1,2010,4,2014,stock_tipo,N,2212.048847
P1|tetto110|ind|T1,2010,4,2014,stock_tipo,R,17840.78168
P1|tetto110|ind|T1,2010,4,2014,aggregati,produzione_tot,29795.18693
P1|tetto110|ind|T1,2010,4,2014,aggregati,consumo_tot,11476.58406
P1|tetto110|ind|T1,2010,4,2014,aggregati,investimento_tot,2439.188884
P1|tetto110|ind|T1,2010,4,2014,aggregati,importazioni_tot,2496.920082
P1|tetto110|ind|T1,2010,4,2014,aggregati,scorte_tot,2263.915379
P1|tetto110|ind|T1,2010,5,2015,investimento_tipo,E,859.8341908
P1|tetto110|ind|T1,2010,5,2015,investimento_tipo,S,275.0961936
P1|tetto110|ind|T1,2010,5,2015,investimento_tipo,N,521.7319919
P1|tetto110|ind|T1,2010,5,2015,investimento_tipo,R,782.5265082
P1|tetto110|ind|T1,2010,5,2015,stock_tipo,E,5794.854771
P1|tetto110|ind|T1,2010,5,2015,stock_tipo,S,11533.74535
P1|tetto110|ind|T1,2010,5,2015,stock_tipo,N,2220.283834
P1|tetto110|ind|T1,2010,5,2015,stock_tipo,R,18199.60174
P1|tetto110|ind|T1,2010,5,2015,aggregati,produzione_tot,30080.15837
P1|tetto110|ind|T1,2010,5,2015,aggregati,consumo_tot,11726.64041
P1|tetto110|ind|T1,2010,5,2015,aggregati,investimento_tot,2439.188884
P1|tetto110|ind|T1,2010,5,2015,aggregati,importazioni_tot,2589.558487
P1|tetto110|ind|T1,2010,5,2015,aggregati,scorte_tot,2254.453755
P1|tetto110|ind|T2,2010,1,2011,investimento_tipo,E,964.2834051
P1|tetto110|ind|T2,2010,1,2011,investimento_tipo,S,396.5889293
P1|tetto110|ind|T2,2010,1,2011,investimento_tipo,N,542.3511723
P1|tetto110|ind|T2,2010,1,2011,investimento_tipo,R,382.9823414
P1|tetto110|ind|T2,2010,1,2011,stock_tipo,E,5564.682049
P1|tetto110|ind|T2,2010,1,2011,stock_tipo,S,12018.98562
P1|tetto110|ind|T2,2010,1,2011,stock_tipo,N,2231.676334
P1|tetto110|ind|T2,2010,1,2011,stock_tipo,R,16311.54849
P1|tetto110|ind|T2,2010,1,2011,aggregati,produzione_tot,28650.80487
P1|tetto110|ind|T2,2010,1,2011,aggregati,consumo_tot,11027.2871
P1|tetto110|ind|T2,2010,1,2011,aggregati,investimento_tot,2286.205848
P1|tetto110|ind|T2,2010,1,2011,aggregati,importazioni_tot,2217.189236
P1|tetto110|ind|T2,2010,1,2011,aggregati,scorte_tot,2288.987027
P1|tetto110|ind|T2,2010,2,2012,investimento_tipo,E,972.4355544
P1|tetto110|ind|T2,2010,2,2012,investimento_tipo,S,396.5889293
P1|tetto110|ind|T2,2010,2,2012,investimento_tipo,N,557.3287591
P1|tetto110|ind|T2,2010,2,2012,investimento_tipo,R,382.9823414
P1|tetto110|ind|T2,2010,2,2012,stock_tipo,E,5773.824919
P1|tetto110|ind|T2,2010,2,2012,stock_tipo,S,12042.85861
P1|tetto110|ind|T2,2010,2,2012,stock_tipo,N,2257.615305
P1|tetto110|ind|T2,2010,2,2012,stock_tipo,R,16307.14264
P1|tetto110|ind|T2,2010,2,2012,aggregati,produzione_tot,28925.04599
P1|tetto110|ind|T2,2010,2,2012,aggregati,consumo_tot,11208.51175
P1|tetto110|ind|T2,2010,2,2012,aggregati,investimento_tot,2309.335584
P1|tetto110|ind|T2,2010,2,2012,aggregati,importazioni_tot,2306.765186
P1|tetto110|ind|T2,2010,2,2012,aggregati,scorte_tot,2289.298083
P1|tetto110|ind|T2,2010,3,2013,investimento_tipo,E,972.4355544
P1|tetto110|ind|T2,2010,3,2013,investimento_tipo,S,396.5889293
P1|tetto110|ind|T2,2010,3,2013,investimento_tipo,N,557.3287591
P1|tetto110|ind|T2,2010,3,2013,investimento_tipo,R,382.9823414
P1|tetto110|ind|T2,2010,3,2013,stock_tipo,E,5949.86252
P1|tetto110|ind|T2,2010,3,2013,stock_tipo,S,12066.25374
P1|tetto110|ind|T2,2010,3,2013,stock_tipo,N,2280.573698
P1|tetto110|ind|T2,2010,3,2013,stock_tipo,R,16302.84142
P1|tetto110|ind|T2,2010,3,2013,aggregati,produzione_tot,29234.41291
P1|tetto110|ind|T2,2010,3,2013,aggregati,consumo_tot,11372.28903
P1|tetto110|ind|T2,2010,3,2013,aggregati,investimento_tot,2309.335584
P1|tetto110|ind|T2,2010,3,2013,aggregati,importazioni_tot,2399.960066
P1|tetto110|ind|T2,2010,3,2013,aggregati,scorte_tot,2295.455147
P1|tetto110|ind|T2,2010,4,2014,investimento_tipo,E,972.4355544
P1|tetto110|ind|T2,2010,4,2014,investimento_tipo,S,396.5889293
P1|tetto110|ind|T2,2010,4,2014,investimento_tipo,N,557.3287591
P1|tetto110|ind|T2,2010,4,2014,investimento_tipo,R,382.9823414
P1|tetto110|ind|T2,2010,4,2014,stock_tipo,E,6098.271312
P1|tetto110|ind|T2,2010,4,2014,stock_tipo,S,12089.18368
P1|tetto110|ind|T2,2010,4,2014,stock_tipo,N,2300.561779
P1|tetto110|ind|T2,2010,4,2014,stock_tipo,R,16298.64236
P1|tetto110|ind|T2,2010,4,2014,aggregati,produzione_tot,29538.73192
P1|tetto110|ind|T2,2010,4,2014,aggregati,consumo_tot,11544.91519
P1|tetto110|ind|T2,2010,4,2014,aggregati,investimento_tot,2309.335584
P1|tetto110|ind|T2,2010,4,2014,aggregati,importazioni_tot,2496.920082
P1|tetto110|ind|T2,2010,4,2014,aggregati,scorte_tot,2280.794326
P1|tetto110|ind|T2,2010,5,2015,investimento_tipo,E,972.4355544
P1|tetto110|ind|T2,2010,5,2015,investimento_tipo,S,396.5889293
P1|tetto110|ind|T2,2010,5,2015,investimento_tipo,N,557.3287591
P1|tetto110|ind|T2,2010,5,2015,investimento_tipo,R,382.9823414
P1|tetto110|ind|T2,2010,5,2015,stock_tipo,E,6223.580506
P1|tetto110|ind|T2,2010,5,2015,stock_tipo,S,12111.66056
P1|tetto110|ind|T2,2010,5,2015,stock_tipo,N,2317.782223
P1|tetto110|ind|T2,2010,5,2015,stock_tipo,R,16294.54302
P1|tetto110|ind|T2,2010,5,2015,aggregati,produzione_tot,29793.58436
P1|tetto110|ind|T2,2010,5,2015,aggregati,consumo_tot,11683.45071
P1|tetto110|ind|T2,2010,5,2015,aggregati,investimento_tot,2309.335584
P1|tetto110|ind|T2,2010,5,2015,aggregati,importazioni_tot,2597.797348
P1|tetto110|ind|T2,2010,5,2015,aggregati,scorte_tot,2254.453755
P1|tetto110|ind|T3,2010,1,2011,investimento_tipo,E,940.817007
P1|tetto110|ind|T3,2010,1,2011,investimento_tipo,S,275.1466192
P1|tetto110|ind|T3,2010,1,2011,investimento_tipo,N,518.9219192
P1|tetto110|ind|T3,2010,1,2011,investimento_tipo,R,782.5265082
P1|tetto110|ind|T3,2010,1,2011,stock_tipo,E,5541.21565
P1|tetto110|ind|T3,2010,1,2011,stock_tipo,S,11897.54331
P1|tetto110|ind|T3,2010,1,2011,stock_tipo,N,2208.247081
P1|tetto110|ind|T3,2010,1,2011,stock_tipo,R,16711.09266
P1|tetto110|ind|T3,2010,1,2011,aggregati,produzione_tot,28386.33057
P1|tetto110|ind|T3,2010,1,2011,aggregati,consumo_tot,10920.16012
P1|tetto110|ind|T3,2010,1,2011,aggregati,investimento_tot,2517.412054
P1|tetto110|ind|T3,2010,1,2011,aggregati,importazioni_tot,2217.189236
P1|tetto110|ind|T3,2010,1,2011,aggregati,scorte_tot,2053.754209
P1|tetto110|ind|T3,2010,2,2012,investimento_tipo,E,940.817007
P1|tetto110|ind|T3,2010,2,2012,investimento_tipo,S,275.1466193
P1|tetto110|ind|T3,2010,2,2012,investimento_tipo,N,533.9641791
P1|tetto110|ind|T3,2010,2,2012,investimento_tipo,R,782.5265082
P1|tetto110|ind|T3,2010,2,2012,stock_tipo,E,5720.617146
P1|tetto110|ind|T3,2010,2,2012,stock_tipo,S,11803.00473
P1|tetto110|ind|T3,2010,2,2012,stock_tipo,N,2220.09304
P1|tetto110|ind|T3,2010,2,2012,stock_tipo,R,17096.74207
P1|tetto110|ind|T3,2010,2,2012,aggregati,produzione_tot,28996.92851
P1|tetto110|ind|T3,2010,2,2012,aggregati,consumo_tot,11068.53672
P1|tetto110|ind|T3,2010,2,2012,aggregati,investimento_tot,2532.454314
P1|tetto110|ind|T3,2010,2,2012,aggregati,importazioni_tot,2306.765186
P1|tetto110|ind|T3,2010,2,2012,aggregati,scorte_tot,2016.890219
P1|tetto110|ind|T3,2010,3,2013,investimento_tipo,E,940.817007
P1|tetto110|ind|T3,2010,3,2013,investimento_tipo,S,275.1466193
P1|tetto110|ind|T3,2010,3,2013,investimento_tipo,N,535.6253631
P1|tetto110|ind|T3,2010,3,2013,investimento_tipo,R,782.5265082
P1|tetto110|ind|T3,2010,3,2013,stock_tipo,E,5870.94601
P1|tetto110|ind|T3,2010,3,2013,stock_tipo,S,11710.9421
P1|tetto110|ind|T3,2010,3,2013,stock_tipo,N,2236.003209
P1|tetto110|ind|T3,2010,3,2013,stock_tipo,R,17473.23257
P1|tetto110|ind|T3,2010,3,2013,aggregati,produzione_tot,29514.77353
P1|tetto110|ind|T3,2010,3,2013,aggregati,consumo_tot,11246.39431
P1|tetto110|ind|T3,2010,3,2013,aggregati,investimento_tot,2534.115498
P1|tetto110|ind|T3,2010,3,2013,aggregati,importazioni_tot,2399.960066
P1|tetto110|ind|T3,2010,3,2013,aggregati,scorte_tot,2076.494504
P1|tetto110|ind|T3,2010,4,2014,investimento_tipo,E,940.817007
P1|tetto110|ind|T3,2010,4,2014,investimento_tipo,S,275.1466193
P1|tetto110|ind|T3,2010,4,2014,investimento_tipo,N,535.6253631
P1|tetto110|ind|T3,2010,4,2014,investimento_tipo,R,782.5265082
P1|tetto110|ind|T3,2010,4,2014,stock_tipo,E,5997.139094
P1|tetto110|ind|T3,2010,4,2014,stock_tipo,S,11621.29312
P1|tetto110|ind|T3,2010,4,2014,stock_tipo,N,2251.233406
P1|tetto110|ind|T3,2010,4,2014,stock_tipo,R,17840.78168
P1|tetto110|ind|T3,2010,4,2014,aggregati,produzione_tot,29930.4953
P1|tetto110|ind|T3,2010,4,2014,aggregati,consumo_tot,11431.06339
P1|tetto110|ind|T3,2010,4,2014,aggregati,investimento_tot,2534.115498
P1|tetto110|ind|T3,2010,4,2014,aggregati,importazioni_tot,2496.920082
P1|tetto110|ind|T3,2010,4,2014,aggregati,scorte_tot,2174.20574
P1|tetto110|ind|T3,2010,5,2015,investimento_tipo,E,940.817007
P1|tetto110|ind|T3,2010,5,2015,investimento_tipo,S,275.1466193
P1|tetto110|ind|T3,2010,5,2015,investimento_tipo,N,535.6253631
P1|tetto110|ind|T3,2010,5,2015,investimento_tipo,R,782.5265082
P1|tetto110|ind|T3,2010,5,2015,stock_tipo,E,6103.251726
P1|tetto110|ind|T3,2010,5,2015,stock_tipo,S,11533.99687
P1|tetto110|ind|T3,2010,5,2015,stock_tipo,N,2265.36363
P1|tetto110|ind|T3,2010,5,2015,stock_tipo,R,18199.60174
P1|tetto110|ind|T3,2010,5,2015,aggregati,produzione_tot,30223.05954
P1|tetto110|ind|T3,2010,5,2015,aggregati,consumo_tot,11602.65019
P1|tetto110|ind|T3,2010,5,2015,aggregati,investimento_tot,2534.115498
P1|tetto110|ind|T3,2010,5,2015,aggregati,importazioni_tot,2597.797348
P1|tetto110|ind|T3,2010,5,2015,aggregati,scorte_tot,2254.453755
P1|tetto110|nessuna|T1,2010,1,2011,investimento_tipo,E,960.8518409
P1|tetto110|nessuna|T1,2010,1,2011,investimento_tipo,S,4.199630265
P1|tetto110|nessuna|T1,2010,1,2011,investimento_tipo,N,169.8361625
P1|tetto110|nessuna|T1,2010,1,2011,investimento_tipo,R,997.760756
P1|tetto110|nessuna|T1,2010,1,2011,stock_tipo,E,5561.250484
P1|tetto110|nessuna|T1,2010,1,2011,stock_tipo,S,11626.59632
P1|tetto110|nessuna|T1,2010,1,2011,stock_tipo,N,1859.161324
P1|tetto110|nessuna|T1,2010,1,2011,stock_tipo,R,16926.32691
P1|tetto110|nessuna|T1,2010,1,2011,aggregati,produzione_tot,28688.44897
P1|tetto110|nessuna|T1,2010,1,2011,aggregati,consumo_tot,11060.34561
P1|tetto110|nessuna|T1,2010,1,2011,aggregati,investimento_tot,2132.64839
P1|tetto110|nessuna|T1,2010,1,2011,aggregati,importazioni_tot,2217.189236
P1|tetto110|nessuna|T1,2010,1,2011,aggregati,scorte_tot,2347.477287
P1|tetto110|nessuna|T1,2010,2,2012,investimento_tipo,E,634.3075002
P1|tetto110|nessuna|T1,2010,2,2012,investimento_tipo,S,80.98249922
P1|tetto110|nessuna|T1,2010,2,2012,investimento_tipo,N,436.6576162
P1|tetto110|nessuna|T1,2010,2,2012,investimento_tipo,R,765.2324059
P1|tetto110|nessuna|T1,2010,2,2012,stock_tipo,E,5434.296136
P1|tetto110|nessuna|T1,2010,2,2012,stock_tipo,S,11350.02938
P1|tetto110|nessuna|T1,2010,2,2012,stock_tipo,N,1872.35841
P1|tetto110|nessuna|T1,2010,2,2012,stock_tipo,R,17289.57055
